Release Date,Movie,Genre,Production Budget,Domestic Box Office to Date,Trailer,Year
,Control Alt Delete,,,0,,2009
,Cool Dog,,,0,,2009
,Cop Dog,,,0,,2009
,Cornered,,,0,,2009
,Coyote County Loser,,,0,,2009
,Creature of Darkness,,,0,,2009
,Crimes of the Past,,,0,,2009
,The Crimson Wing: Mystery of the Flamingos,,,0,,2009
,Crush,,,0,,2009
,Crying With Laughter,,820000,0,,2009
,Cyprien,,,0,,2009
,D.C. Sniper,,,0,,2009
,The Daisy Chain,,,0,,2009
,Darbareye Elly,,,0,,2009
,The Dark Lurking,,,0,,2009
,Deadland,,,0,,2009
,Deadline,,,0,,2009
,Dean Spanley,,,0,,2009
,The Decent Part 2,Horror,,0,,2009
,Dédé: à travers les brumes,Drama,,1548858,,2009
,The Deported,,,0,,2009
,Desperate Escape,,,0,,2009
,Diverso Da Chi,,,0,,2009
,Dolan's Cadillac,,,0,,2009
,Don't Let Me Drown,Drama,,0,,2009
,Dorian Gray,Drama,,0,,2009
,Double Identity,,,0,,2009
,Driving Lessons,Comedy,,0,,2009
,Drop,,,0,,2009
,The Echo Game,Horror,,0,,2009
,Edgar Allan Poe's Ligeia,,,0,,2009
,Eiga doraemon: Shin. Nobita no uchû kaitakushi,,,0,,2009
,Eiga Precure All-Stars DX Minna Tomodachi,,,0,,2009
,Empty Nest,,,0,,2009
,Entscheidung in den Wolken,,,0,,2009
,L'Epine dans le Coeur,Documentary,,0,,2009
,Evil,,,0,,2009
,Feng Shang,,,0,,2009
,The Final Storm,,,0,,2009
,Finn on the Fly,,,0,,2009
,Fireball,,,0,,2009
,Fog Warning,,,0,,2009
,Foodfight!,Comedy,65000000,0,,2009
,Four Boxes,,,0,,2009
,From Above,,,0,,2009
,Frozen Kiss,,,0,,2009
,Fung Wan II,Action,,0,,2009
,Gangster Exchange,,,0,,2009
,General Rouge no Gaisen,,,0,,2009
,Geulimja Salin,,,0,,2009
,Giallo,Horror,,0,,2009
,Gnomes and Trolls,,,0,,2009
,Go Go Tales,Comedy,,0,,2009
,Good Intentions,,,0,,2009
,Goose on the Loose,Comedy,,0,,2009
,The Grandfathers,,,0,,2009
,Green Day Live at Fox Theater,,,0,,2009
,Group Sex,,,0,,2009
,Gulaal,,,0,,2009
,Gunesi Gordum,,,0,,2009
,Hagetaka,Drama,,0,,2009
,Haunted Echoes,,,0,,2009
,Hell's Tomb,,,0,,2009
,Hexe Lilli: der Drache und das magische Buch,,,0,,2009
,Hidden Beauty,Documentary,,0,,2009
,High Life,,,0,,2009
,High Security Vacations,,,0,,2009
,Home of the Giants,,,0,,2009
,Hook Ya Crook,,,0,,2009
,Horst Schlammer - Isch Kandidiere!,,,0,,2009
,House Under Siege,,,0,,2009
,Icarus,,,0,,2009
,Ice Twisters,,,0,,2009
,If God Wants,,,0,,2009
,I'm Not Like That No More,,,0,,2009
,In Search of Beethoven,Documentary,,0,,2009
,The Incredible Shrinking Man,Action,,0,,2009
,The Indian,,,0,,2009
,Ingenious,Romantic Comedy,,0,,2009
,Into the Shadows,,,0,,2009
,Jai Veeru,,,0,,2009
,Jazz in the Diamond District,,,7634,,2009
,Je vais te manquer,Romantic Comedy,,0,,2009
,Jiàngúo dàyè,Drama,,0,,2009
,JK: Uma Bela Noite Para Voar,,,0,,2009
,Jordon Saffron: Taste This!,,,0,,2009
,Journey to Mecca,,,0,,2009
,Jyuryoku Pierrot,Drama,,0,,2009
,Karma Calling,,,0,,2009
,Keroro Gunso the Super Movie 4: Gekishin Dragon Warriors,,,0,,2009
,Killing on Carnival Row,Thriller/Suspense,,0,,2009
,Kinta,,,0,,2009
,Knife Edge,,,0,,2009
,Knife to a Gunfight,,,0,,2009
,Knuckle Draggers,Romantic Comedy,,0,,2009
,Kochaj i Tancz,,,0,,2009
,Kong saan mei yan,,,0,,2009
,Kung Fu Cyborg,,,0,,2009
,Language of the Enemy,Drama,,0,,2009
,Last Battle Dreamer,Action,,0,,2009
,Last Day of Summer,Drama,,0,,2009
,The Legend of Fritton's Gold,Comedy,,0,,2009
,The Lena Baker Story,,,0,,2009
,Leningrad,Action,,0,,2009
,Let God be the Judge,,,0,,2009
,Little Hercules in 3D,,,0,,2009
,Little Town of Bethlehem,,,0,,2009
,Live Music,,,0,,2009
,Long Shot,,,0,,2009
,Lost in the Woods,,,0,,2009
,Lost Shoes,,,0,,2009
,The Lost Tribe,Horror,,0,,2009
,Louise Michel,,,0,,2009
,Love at First Hiccup,,,0,,2009
,Lucky Country,Thriller/Suspense,,0,,2009
,Man Maid,,,0,,2009
,Manatsu no Orion,Action,,0,,2009
,Mandie and the Secret Tunnel,,,0,,2009
,Mandrill,,,0,,2009
,Männersache,,,0,,2009
,Marriage of Figaro: The (2009),Comedy,,0,,2009
,Mary Queen of Scots,Drama,,0,,2009
,La Matassa,,,0,,2009
,Megafault,,,0,,2009
,Meno Male Che Ci Sei,,,0,,2009
,Mentiras y Gordas,,,0,,2009
,Metamorphosis,,,0,,2009
,Midgets vs Mascots,,,0,,2009
,A Million,,,0,,2009
,More Than Blue,,,0,,2009
,My Dad's Six Wives,,,0,,2009
,My Sexiest Year,,,0,,2009
,My Son: My Son: What Have Ye Done?,,,0,,2009
,Nailed,Comedy,,0,,2009
,Naked Ambition: An R Rated Look at an X Rated Industry,,,0,,2009
,Ne te retourne pas,Thriller/Suspense,,0,,2009
,Nel giardino dei suoni,Documentary,,0,,2009
,Neuilly Sa Mère,,,0,,2009
,New York City Serenade,Drama,,0,,2009
,The Night Stalker,,,0,,2009
,Nikte,,,0,,2009
,Nine Dead,,,0,,2009
,Ninja,,,0,,2009
,The No. 1 Ladies' Detective Agency,Comedy,,0,,2009
,No Bad Days,,,0,,2009
,No Boundaries,,,0,,2009
,No Love in the City,,,0,,2009
,The No Sit List,,,0,,2009
,Not Evil Just Wrong,,,0,,2009
,Obitaemyy ostrov,Action,36500000,0,,2009
,Ocean of Pearls,,,0,,2009
,Oggi Sposi,,,0,,2009
,On His Majesty's Secret Service,,,0,,2009
,Opus: The Last Christmas,Comedy,,0,,2009
,Breaking Point,,,0,,2009
,Otra pelicula de huevos y un pollo,,,0,,2009
,Parasomnia,,,0,,2009
,Parasyte,Action,,0,,2009
,Perfect Life,,,0,,2009
,Phantom Punch,,,0,,2009
,Pokemon 2009,,,0,,2009
,Poppies: Odyssey Of An Opium Eater,Drama,,0,,2009
,Portal,,,0,,2009
,Portrait in Sepia Tone,,,0,,2009
,The Poughkeepsie Tapes,Horror,,0,,2009
,La Première étoile,,,0,,2009
,Prime Mover,,,0,,2009
,Prodigy,Drama,,0,,2009
,Prom Wars,,,0,,2009
,Prove per una tragedia siciliana,Documentary,,0,,2009
,Purgatorio,,,0,,2009
,Pyaar Impossible,,,0,,2009
,Quelque chose à te dire,,,0,,2009
,R.T.T.,,,0,,2009
,Raaz 2: The Mystery Continues,,,0,,2009
,Race,,,0,,2009
,Red Hook,,,0,,2009
,Remarkable Power,,,0,,2009
,Rock Slyde,,,0,,2009
,Rookies,Drama,,0,,2009
,Running Turtle,,,0,,2009
,Safari,,,0,,2009
,Sam Steel and the Junior Detective Agency,Adventure,,0,,2009
,Samyi Luchshiy Film,,,0,,2009
,Say Goodnight,,,0,,2009
,Se Eu Fosse Voce 2,,,0,,2009
,Season's Greetings,,,0,,2009
,See What I'm Saying,,,0,,2009
,Shadows of the Past,,,0,,2009
,Shi Yue Wei Cheng,Action,23000000,0,,2009
,Silent Shame,,,0,,2009
,Sister Smile,,,0,,2009
,Sister's Keeper,,,0,,2009
,Skellig: The Owl Man,Drama,,0,,2009
,Slave,,,0,,2009
,Something Like a Business,,,0,,2009
,Sorte Kugler,,,0,,2009
,Spanish Movie,Comedy,,0,,2009
,Spooner,Comedy,,0,,2009
,Squeal,,,0,,2009
,The Steam Experiment,,,0,,2009
,Stone Bros.,,,0,,2009
,Stopping Power,Thriller/Suspense,,0,,2009
,De Storm,,,0,,2009
,The Stranger,,,0,,2009
,Strength of Water,,,0,,2009
,Subject: I Love You,,,0,,2009
,Sugar Boxx,,,0,,2009
,Summer's Moon,,,0,,2009
,Surf Adventures 2,,,0,,2009
,Surviving Evil,Thriller/Suspense,,0,,2009
,The Sword with no Name,,,0,,2009
,Take Off,,,0,,2009
,Taras Bulba,,,0,,2009
,Tell-Tale,Horror,,0,,2009
,Die Teufelskicker,,,0,,2009
,Thirst,,,0,,2009
,Three Investigators and the Secret of Terror Castle: The,,,0,,2009
,TiMER,,,0,,2009
,Tormented,Comedy,,0,,2009
,Tracks in Time,,,0,,2009
,Tricks of a Woman,,,0,,2009
,Tromper Le Silence,Drama,,0,,2009
,The True Confessions of Charlotte Doyle,Adventure,,0,,2009
,Tsurugidake: Ten no Ki,,,0,,2009
,Turning Green,Comedy,,0,,2009
,Umbrage,Horror,,0,,2009
,Un'Estate Ai Caraibi,Comedy,,0,,2009
,Vacations,,,0,,2009
,Van Diemen's Land,,,0,,2009
,Vanilla Gorilla,Adventure,,0,,2009
,Velveteen Rabbit: The,,,0,,2009
,Vengeance,,,0,,2009
,Verdone,,,0,,2009
,Veronika Decides to Die,Drama,9000000,0,,2009
,Virus Undead,,,0,,2009
,Vivaldi,Drama,,0,,2009
,Voice of Jerusalem,Documentary,,0,,2009
,The Wannabes,,,0,,2009
,Wasington,Drama,,0,,2009
,Wickie und die starken Männer,,,0,,2009
,Will,Comedy,,0,,2009
,Wojna Polsko-Ruska,Comedy,,0,,2009
,Wüstenblume,,,0,,2009
,Wuthering Heights,,,0,,2009
,XIII: The Conspiracy,,,0,,2009
,Xiong mao hui jia lu,,,0,,2009
,Yattàman,,,0,,2009
,Yomei Ikkagetsu no Hanayome,Drama,,0,,2009
,You Might As Well Live,,,0,,2009
,Zombie Women of Satan,Horror,,0,,2009
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2-Jan,The Killing of John Lennon,Drama,,6975,,2008
,,,,,,2008
4-Jan,Guta-yubalja-deul,Drama,,249,,2008
,One Missed Call,Horror,,26890041,,2008
,Undoing,Drama,,44999,,2008
,,,,,,2008
8-Jan,Boogeyman 2,Horror,,0,,2008
,White Noise 2: The Light,Horror,10000000,0,,2008
,,,,,,2008
9-Jan,The Business of Being Born,Documentary,,69348,,2008
,Haebyonui Yoin,Comedy,,21957,,2008
,,,,,,2008
10-Jan,No. 2,Comedy,,0,,2008
,,,,,,2008
11-Jan,Bes Vakit,Drama,,6176,,2008
,First Sunday,Comedy,,37931869,,2008
,I for India,Documentary,,386,,2008
,In the Name of the King: A Dungeon Siege Tale,Action,,4775656,,2008
,The Pirates Who Don't Do Anything: A VeggieTales Movie,Comedy,15000000,12981269,,2008
,Running with Arnold,Documentary,,2119,,2008
,,,,,,2008
13-Jan,27 Dresses,Romantic Comedy,,76808654,,2008
,,,,,,2008
15-Jan,Suburban Girl,Romantic Comedy,,0,,2008
,Time and Tide,Drama,,0,,2008
,Wedding Daze,Comedy,,0,,2008
,,,,,,2008
17-Jan,Yesterday Was a Lie,Drama,200000,0,,2008
,,,,,,2008
18-Jan,All Hat,Comedy,,15198,,2008
,Beaufort,Action,,102342,,2008
,Blonde and Blonder,Comedy,,38848,,2008
,Bombay to Bangkok,Comedy,,0,,2008
,Cassandra's Dream,Drama,,973018,,2008
,Cloverfield,Action,25000000,80048433,,2008
,Day Zero,Drama,,16659,,2008
,Little Chenier,Drama,,87939,,2008
,Mad Money,Comedy,,20668843,,2008
,Momma's Man,Comedy,,98672,,2008
,Sanxia haoren,Drama,,75985,,2008
,Taxi to the Dark Side,Documentary,1000000,274661,,2008
,Teeth,Comedy,2000000,347578,,2008
,Tristan und Isolde at La Scala,Concert/Performance,,50172,,2008
,Yihe yuan,Drama,,62707,,2008
,,,,,,2008
22-Jan,Missionary Man,Action,,0,,2008
,,,,,,2008
23-Jan,U2 3D,Concert/Performance,15000000,12898847,,2008
,,,,,,2008
25-Jan,4 luni: 3 saptamani si 2 zile,Drama,900000,1196321,,2008
,The Air I Breathe,Drama,,25775,,2008
,A Casa de Alice,Drama,,61678,,2008
,How She Move,Drama,,7070641,,2008
,Meet the Spartans,Comedy,30000000,38233676,,2008
,Ping Guo,Drama,,10827,,2008
,Rambo,Action,47500000,42754105,,2008
,Seed,Horror,,0,,2008
,Shoot Down,Documentary,,51408,,2008
,Skid Marks,Comedy,,9344,,2008
,Sunday,Comedy,,0,,2008
,Untraceable,Thriller/Suspense,35000000,28687835,,2008
,,,,,,2008
29-Jan,Bordertown,Thriller/Suspense,,0,,2008
,Goya: Crazy Like a Genius,Documentary,,0,,2008
,Lake Placid 2,Thriller/Suspense,,0,,2008
,Sand and Sorrow,Documentary,,0,,2008
,,,,,,2008
30-Jan,Die Stille vor Bach,Musical,,0,,2008
February: 2008,,,,,,2008
1-Feb,The Eye,Thriller/Suspense,12000000,31418697,,2008
,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,Concert/Performance,6500000,65281781,,2008
,Over Her Dead Body,Comedy,10000000,7570127,,2008
,Praying with Lior,Documentary,,82553,,2008
,Shrooms,Horror,,2863,,2008
,Strange Wilderness,Comedy,,6575282,,2008
,Sukkar banat,Romantic Comedy,1600000,1060591,,2008
,Les Témoins,Drama,,77300,,2008
,Tre,Drama,,4759,,2008
,,,,,,2008
5-Feb,Brothers Three,Thriller/Suspense,,0,,2008
,The Monastery: Mr. Vig and the Nun,Documentary,,0,,2008
,Over America,Documentary,,0,,2008
,Snow Buddies,,,0,,2008
,Storm Warning,Horror,,0,,2008
,,,,,,2008
6-Feb,How to Rob a Bank,Comedy,,711,,2008
,,,,,,2008
7-Feb,One Piece: Episode of Alabaster - Sabaku no Ojou to Kaizoku Tachi,Adventure,,6587,,2008
,,,,,,2008
8-Feb,Bab'Aziz - The Prince Who Contemplated His Soul,Drama,,89672,,2008
,Bikur Ha-Tizmoret,Comedy,,3053823,,2008
,Fool's Gold,Adventure,72500000,70231041,,2008
,The Hottie and the Nottie,Romantic Comedy,,27696,,2008
,In Bruges,Comedy,15000000,7800825,,2008
,Military Intelligence and You!,Black Comedy,,14251,,2008
,Pretendiendo,Romantic Comedy,,0,,2008
,Spiral,Horror,,0,,2008
,Welcome Home Roscoe Jenkins,Comedy,27500000,42436517,,2008
,Vince Vaughn's Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland,Documentary,,603894,,2008
,,,,,,2008
12-Feb,2012: Doomsday,,,0,,2008
,Blue State,Romantic Comedy,,0,,2008
,I Could Never Be Your Woman,Comedy,,0,,2008
,What's Done in the Dark,Concert/Performance,,0,,2008
,,,,,,2008
13-Feb,Ezra,Drama,,0,,2008
,,,,,,2008
14-Feb,Definitely: Maybe,Romantic Comedy,7000000,32241649,,2008
,Jodhaa Akbar,Drama,,3444629,,2008
,Jumper,Adventure,82500000,81168265,,2008
,The Spiderwick Chronicles,Adventure,92500000,71195053,,2008
,Step Up 2 the Streets,Drama,17500000,58017783,,2008
,Vexville,Action,,4070,,2008
,,,,,,2008
15-Feb,2007 Academy Award Nominated Short Films,Multiple Genres,,508695,,2008
,O Ano em Que Meus Pais Saíram de Férias,Drama,,807117,,2008
,Diary of the Dead,Horror,2750000,952620,,2008
,Dolphins and Whales Tribes of the Ocean 3D,Documentary,6000000,7714996,,2008
,Me & You: Us: Forever,Drama,,84093,,2008
,Tout est Parfait,Drama,,336569,,2008
,La Traviata at La Scala,Concert/Performance,,195494,,2008
,,,,,,2008
19-Feb,Chaos,,,0,,2008
,Company K,Drama,,0,,2008
,Gabriel,Thriller/Suspense,,0,,2008
,The Good Humor Man,Drama,,0,,2008
,Mr. Warmth: The Don Rickles Project,Documentary,,0,,2008
,,,,,,2008
21-Feb,Aoki Ôkami: chi hate umi tsukiru made,Adventure,,0,,2008
,,,,,,2008
22-Feb,Be Kind Rewind,Comedy,20000000,11175164,,2008
,Charlie Bartlett,Comedy,12000000,3950294,,2008
,Cover,Thriller/Suspense,,79436,,2008
,Die Fälscher,Drama,6250000,5488570,,2008
,Ne touchez pas la hache,Drama,,278601,,2008
,La Rivière aux Castors,Drama,,360886,,2008
,The Signal,Horror,50000,251150,,2008
,Vantage Point,Thriller/Suspense,,72266306,,2008
,Witless Protection,Comedy,,4151836,,2008
,,,,,,2008
25-Feb,J'entends plus la guitare,Drama,,12876,,2008
,,,,,,2008
26-Feb,Barbie Mariposa,,,0,,2008
,Bratz Kidz - Fairy Tales,Adventure,,0,,2008
,Darkon,Documentary,,0,,2008
,Highlander: The Source,Action,,0,,2008
,Justice League - The New Frontier,Action,,0,,2008
,The Rage,Horror,,0,,2008
,Street Bangaz,Documentary,,0,,2008
,,,,,,2008
27-Feb,Chop Shop,Drama,,123731,,2008
,,,,,,2008
Feb-29,Beyond Belief,Documentary,,667,,2008
,Bonneville,Drama,,488393,,2008
,Chicago 10,Documentary,,176545,,2008
,Cidade dos Homens,Drama,,307076,,2008
,Contre-Enquete,Drama,,11846,,2008
,A Lawyer Walks into a Bar,Documentary,,5202,,2008
,The Other Boleyn Girl,Drama,40000000,26814957,,2008
,Penelope,Drama,,10011996,,2008
,Romulus: My Father,Drama,,4283,,2008
,Semi-Pro,Comedy,,33479698,,2008
,The Unforeseen,Documentary,,90287,,2008
,Vivere,Drama,,3547,,2008
March: 2008,,,,,,2008
3-Mar,Runnin' Down a Dream: Tom Petty and the Heartbreakers,Documentary,,0,,2008
,,,,,,2008
4-Mar,Doctor Dolittle 4: Tail to the Chief,Comedy,,0,,2008
,The Hogfather,Adventure,,0,,2008
,Horton Hears a Who (TV Special),Comedy,,0,,2008
,Johnson Family Dinner,Comedy,,0,,2008
,My Friends Tigger & Pooh - Friendly Tails,Musical,,0,,2008
,Pistol Whipped,Action,,0,,2008
,,,,,,2008
5-Mar,Blindsight,Documentary,,89169,,2008
,,,,,,2008
7-Mar,10:000 B.C.,Adventure,105000000,94784201,,2008
,The Bank Job,Thriller/Suspense,20000000,30060660,,2008
,Bar Starz,Comedy,,0,,2008
,Black and White,Drama,,0,,2008
,Body of War,Documentary,,71716,,2008
,CJ7,Comedy,20000000,206678,,2008
,College Road Trip,Comedy,,45610425,,2008
,Fighting for Life,Documentary,,30606,,2008
,Girls Rock!,Documentary,,159294,,2008
,La Ligne Brisée,Drama,,466309,,2008
,Married Life,Drama,12000000,1506998,,2008
,Miss Pettigrew Lives for a Day,Comedy,,12313694,,2008
,Paranoid Park,Drama,,486021,,2008
,Snow Angels,Drama,,402858,,2008
,,,,,,2008
8-Mar,Last Stop for Paul,Adventure,,11340,,2008
,La Rondine,Concert/Performance,,49088,,2008
,,,,,,2008
11-Mar,Appurushido Ex Machina,Action,,0,,2008
,The Deal,Drama,,0,,2008
,Outlaw,,,0,,2008
,Outpost,,,0,,2008
,Stargate - The Ark of Truth,Action,7000000,0,,2008
,,,,,,2008
12-Mar,Mang Shan,Drama,,13164,,2008
,,,,,,2008
14-Mar,Chaos Theory,Comedy,,240476,,2008
,Dao huo xian,Action,,0,,2008
,Doomsday,Action,33000000,11008770,,2008
,Funny Games,Thriller/Suspense,,1294640,,2008
,Grand Canyon Adventure: River at Risk,Documentary,,0,,2008
,Hacia la Oscuridad,Thriller/Suspense,,0,,2008
,Horton Hears a Who,Adventure,85000000,154529439,,2008
,Maldeamores,Drama,,22000,,2008
,Maria Stuarda at La Scala,Concert/Performance,,83214,,2008
,Never Back Down,Action,21000000,24850922,,2008
,On Broadway,Drama,,23095,,2008
,La Question Humaine,Thriller/Suspense,,5500,,2008
,Sleepwalking,Drama,,168972,,2008
,Sputnik Mania,Documentary,,10650,,2008
,War Made Easy: How Presidents & Pundits Keep Spinning Us to Death,Documentary,,0,,2008
,Wetlands Preserved: The Story of an Activist Rock Club,Documentary,,2970,,2008
,,,,,,2008
18-Mar,Alpha Male,Drama,,0,,2008
,Jack Ketchum's The Lost,Drama,,0,,2008
,Jillian Michaels: 30 Day Shred,,,0,,2008
,Life After People,Documentary,,0,,2008
,The Sickhouse,Horror,,0,,2008
,,,,,,2008
19-Mar,La misma luna,Drama,,12590147,,2008
,,,,,,2008
21-Mar,21,Thriller/Suspense,35000000,81159365,,2008
,Boarding Gate,Thriller/Suspense,,50440,,2008
,Les Chansons d'Amour,Musical,,103970,,2008
,Drillbit Taylor,Comedy,40000000,32862104,,2008
,FLOW: For Love of Water,Documentary,,142569,,2008
,The Grand,Comedy,3000000,115879,,2008
,The Hammer,Comedy,,442638,,2008
,Irina Palm,Drama,,44064,,2008
,Meet the Browns,Comedy,20000000,41975388,,2008
,National Lampoon's Bagboy,Comedy,,0,,2008
,Planet B-Boy,Documentary,,272791,,2008
,Poisoned by Polonium: Litvinenko File,Documentary,,4293,,2008
,Race,Action,,1367024,,2008
,Shelter,Drama,,142666,,2008
,Shutter,Horror,,25928550,,2008
,,,,,,2008
22-Mar,Run: Fatboy: Run,Comedy,10000000,6003262,,2008
,,,,,,2008
25-Mar,The Living and the Dead,Drama,,0,,2008
,Strange Culture,Documentary,,0,,2008
,Tripping the Rift: The Movie,Comedy,,0,,2008
,,,,,,2008
28-Mar,Alexandra,Drama,,128222,,2008
,American Zombie,Horror,,3126,,2008
,Backseat,Drama,,12343,,2008
,Chapter 27,Drama,,56215,,2008
,The Cool School,Documentary,,0,,2008
,Flawless,Drama,,1200234,,2008
,Happy Valley,Documentary,,67665,,2008
,Hats Off,Documentary,,31272,,2008
,Hors de Prix,Comedy,,2164670,,2008
,Mio Fratello è Figlio Unico,Drama,,255620,,2008
,One Two Three,Comedy,,246724,,2008
,Stop-Loss,Drama,25000000,10915744,,2008
,Superhero Movie,Comedy,35000000,26638520,,2008
,Who's Your Monkey?,Comedy,,0,,2008
,,,,,,2008
29-Mar,Amhurst,Thriller/Suspense,,0,,2008
,Samson and Delilah (San Francisco Opera),Concert/Performance,,0,,2008
,,,,,,2008
31-Mar,Mama: I Want to Sing!,Musical,,0,,2008
April: 2008,,,,,,2008
2-Apr,Le voyage du ballon rouge,Drama,,459364,,2008
,,,,,,2008
3-Apr,La Forza del Destino,Concert/Performance,,52577,,2008
,,,,,,2008
4-Apr,A Four Letter Word,Comedy,,72349,,2008
,Jellyfish,Drama,,341221,,2008
,Leatherheads,Romantic Comedy,58000000,31373938,,2008
,Meet Bill,Comedy,,59108,,2008
,My Blueberry Nights,Drama,,866778,,2008
,La Naissance des Pieuvres,Drama,,77310,,2008
,Nim's Island,Adventure,37000000,48006762,,2008
,The Ruins,Horror,25000000,17432844,,2008
,Sex and Death 101,Comedy,,23563,,2008
,Shine a Light,Documentary,,5505267,,2008
,Tuyade Hunshi,Drama,,88148,,2008
,,,,,,2008
8-Apr,Ben 10: Race Against Time,,,0,,2008
,The Cellar Door,Horror,,0,,2008
,Day of the Dead,Horror,18000000,0,,2008
,,,,,,2008
9-Apr,Young @ Heart,Documentary,,3992189,,2008
,,,,,,2008
11-Apr,L'auberge rouge,Comedy,,50304,,2008
,Bra Boys,Documentary,,113730,,2008
,Dark Matter,Drama,,30591,,2008
,Dhamma Brothers: The,Documentary,,49568,,2008
,Emma Smith: My Story,Drama,,872427,,2008
,Jack and Jill vs. the World,Romantic Comedy,,1964,,2008
,Krazzy 4,Comedy,,487215,,2008
,Never Forever,Drama,,14485,,2008
,Prom Night,Horror,18000000,43869350,,2008
,Refusenik,Documentary,,39456,,2008
,Remember the Daze,Comedy,,0,,2008
,Smart People,Romantic Comedy,,9511289,,2008
,Street Kings,Thriller/Suspense,20000000,26415649,,2008
,U Me Aur Hum,Drama,,1028191,,2008
,The Visitor,Comedy,4000000,9427026,,2008
,,,,,,2008
12-Apr,Don Giovanni,Concert/Performance,,0,,2008
,,,,,,2008
15-Apr,à L'Intérieur,Horror,,0,,2008
,Impulse,Thriller/Suspense,,0,,2008
,Loch Ness Terror,Horror,,0,,2008
,National Lampoon Presents: One: Two: Many,Comedy,,0,,2008
,,,,,,2008
16-Apr,Anamorph,Thriller/Suspense,,6873,,2008
,,,,,,2008
18-Apr,88 Minutes,Thriller/Suspense,30000000,16930884,,2008
,Constantine's Sword,Documentary,,179507,,2008
,Dans une galaxie pres de chez vous 2,Comedy,,1883999,,2008
,Expelled: No Intelligence Allowed,Documentary,,7720487,,2008
,The First Saturday in May,Documentary,,124294,,2008
,The Forbidden Kingdom,Action,55000000,52075270,,2008
,Forgetting Sarah Marshall,Comedy,30000000,63172463,,2008
,Glass: A Portrait of Philip in Twelve Parts,Documentary,,20018,,2008
,Kiss the Bride,Romantic Comedy,,32033,,2008
,Life Before Her Eyes,Drama,12000000,303439,,2008
,Pathology,Thriller/Suspense,8000000,109045,,2008
,Where in the World is Osama Bin Laden?,Documentary,,384955,,2008
,Zombie Strippers,Horror,,0,,2008
,,,,,,2008
19-Apr,Madama Butterfly,Concert/Performance,,0,,2008
,,,,,,2008
22-Apr,Flash Point (2007: Hong Kong),Action,,3271,,2008
,,,,,,2008
23-Apr,Marfa si banii,Thriller/Suspense,,0,,2008
,,,,,,2008
25-Apr,Baby Mama,Comedy,30000000,60494212,,2008
,The Cry,Thriller/Suspense,,21427,,2008
,Dare Not Walk Alone,Documentary,,52166,,2008
,Deal,Drama,,61626,,2008
,Deception,Thriller/Suspense,,4598506,,2008
,Harold & Kumar Escape from Guantanamo Bay,Comedy,12000000,38108728,,2008
,A Plumm Summer,Adventure,,60668,,2008
,Rogue,Horror,,10452,,2008
,Roman de Gare,Drama,,1852764,,2008
,Standard Operating Procedure,Documentary,5000000,228830,,2008
,Tashan,Action,,457380,,2008
,Then She Found Me,Romantic Comedy,,3735717,,2008
,Up the Yangtze,Documentary,,783969,,2008
,Without the King,Documentary,,8663,,2008
,,,,,,2008
29-Apr,Diamond Dogs,Action,,0,,2008
,Hero Wanted,Thriller/Suspense,,0,,2008
May: 2008,,,,,,2008
2-May,Fugitive Pieces,Drama,,634379,,2008
,Iron Man,Action,186000000,318604126,,2008
,Kiss Me Deadly,,,30316,,2008
,Made of Honor,Romantic Comedy,40000000,46012734,,2008
,Maman est chez le coiffeur,Drama,,552984,,2008
,Mister Lonely,Comedy,,165831,,2008
,Redbelt,Action,,2344847,,2008
,Så som i himmelen,,,10236,,2008
,Son of Rambow: A Home Movie,Comedy,2000000,1785505,,2008
,Il Trittico at Fenice,Concert/Performance,,79842,,2008
,Wangjiao Kamen,,,8440,,2008
,XXY,Drama,,46011,,2008
,,,,,,2008
3-May,What Happens in Vegas...,Romantic Comedy,35000000,80277646,,2008
,,,,,,2008
6-May,Love's Unfolding Dream,Drama,,0,,2008
,,,,,,2008
7-May,Battle for Haditha,Documentary,,8443,,2008
,,,,,,2008
9-May,America the Beautiful,Documentary,,76173,,2008
,The Babysitters,Drama,,44852,,2008
,Before the Rains,Drama,,1037128,,2008
,Bhoothnath,Drama,,449776,,2008
,Bloodline,Documentary,,62248,,2008
,Edgar Allan Poe's House of Usher,Horror,,1677,,2008
,The Fall,Adventure,,2280348,,2008
,Frontière(s),Horror,,9913,,2008
,Noise,Black Comedy,,16513,,2008
,OSS 117,Action,,303328,,2008
,Poultrygeist: Night of the Chicken Dead,Comedy,450000,13804,,2008
,Speed Racer,Action,120000000,43945766,,2008
,Surfwise,Documentary,,269994,,2008
,Turn the River,Drama,,2900,,2008
,Unsettled,Documentary,,0,,2008
,Vice,Drama,,12000,,2008
,,,,,,2008
13-May,National Lampoon's Cattle Call,Comedy,,0,,2008
,,,,,,2008
14-May,Padre Nuestro,Drama,,54166,,2008
,,,,,,2008
16-May,The Chronicles of Narnia: Prince Caspian,Adventure,225000000,141621490,,2008
,Hofshat Kaits,Drama,,203304,,2008
,How the Garcia Girls Spent Their Summer,Comedy,,0,,2008
,Indestructible,Documentary,,0,,2008
,It's a Free World...,Drama,,6389,,2008
,Jannat,Drama,,30316,,2008
,Le Piege Americain,Thriller/Suspense,,407447,,2008
,Reprise,Drama,,554826,,2008
