Release Date,Movie,Genre,Production Budget,Domestic Box Office to Date,Trailer,Year
,Short Order,Drama,,0,,2008
,Yella,Drama,,30309,,2008
,,,,,,2008
20-May,The Flock,Thriller/Suspense,,0,,2008
,Forgiving the Franklins,Comedy,,0,,2008
,,,,,,2008
21-May,Auf der anderen Seite,Drama,,742349,,2008
,Dalai Lama Renaissance,Documentary,,132411,,2008
,A Jihad for Love,Documentary,,105651,,2008
,,,,,,2008
22-May,Indiana Jones and the Kingdom of the Crystal Skull,Adventure,185000000,317023851,,2008
,,,,,,2008
23-May,The Children of Huang Shi,Drama,20000000,1031872,,2008
,Heavy Metal in Baghdad,Documentary,,4070,,2008
,Insidious,Thriller/Suspense,,5508,,2008
,Twisted: A Balloonamentary,Documentary,,4345,,2008
,War: Inc.,Black Comedy,10000000,580862,,2008
,,,,,,2008
27-May,Cleaner,Thriller/Suspense,,0,,2008
,If Love Hadn't Left Me,,,0,,2008
,Minutemen,Adventure,,0,,2008
,,,,,,2008
28-May,Savage Grace,Drama,4600000,434417,,2008
,,,,,,2008
30-May,Bigger: Stronger: Faster*,Documentary,,308575,,2008
,The Foot Fist Way,Comedy,,234286,,2008
,La Sconosciuta,Drama,,0,,2008
,Sex and the City,Comedy,57500000,152647258,,2008
,The Strangers,Thriller/Suspense,9000000,52597610,,2008
,Stuck,Thriller/Suspense,,67505,,2008
,Trying to Get Good: The Jazz Odyssey of Jack Sheldon,Documentary,,19712,,2008
June: 2008,,,,,,2008
3-Jun,Mama's Boy,Comedy,,0,,2008
,The Onion Movie,,,0,,2008
,,,,,,2008
4-Jun,Dreams With Sharp Teeth,Documentary,,0,,2008
,Operation Filmmaker,Documentary,,11573,,2008
,Il regista di matrimoni,Drama,,0,,2008
,,,,,,2008
6-Jun,99 francs,Comedy,,79477,,2008
,And When Did You Last See Your Father?,Drama,8000000,1071240,,2008
,Le Fils d'épicier,Drama,,276454,,2008
,The Go-Getter,Drama,,11931,,2008
,Kung Fu Panda,Adventure,130000000,215434591,,2008
,Miss Conception,Comedy,,1503,,2008
,Mongol,Drama,,5705761,,2008
,On the Rumba River,Documentary,,1698,,2008
,Polar Opposites,Drama,,2377,,2008
,The Promotion,Comedy,,406252,,2008
,Sarkar Raj,Drama,,1009065,,2008
,Solar Flare,Adventure,,4098,,2008
,Take Out,Drama,,69816,,2008
,La terza madre,Horror,,54947,,2008
,You Don't Mess With the Zohan,Comedy,,100018837,,2008
,,,,,,2008
10-Jun,Otis,Horror,,0,,2008
,,,,,,2008
11-Jun,Encounters at the End of the World,Documentary,,944933,,2008
,,,,,,2008
13-Jun,Am Limit,Documentary,,18254,,2008
,Baghead,Drama,200000,140016,,2008
,Chris and Don: A Love Story,Documentary,,216110,,2008
,The Happening,Thriller/Suspense,60000000,64506874,,2008
,The Incredible Hulk,Adventure,137500000,134806913,,2008
,Kicking It,Documentary,,13266,,2008
,Kráska v nesnázich,Comedy,,38928,,2008
,Lord: Save Us From Your Followers,Documentary,,72451,,2008
,Love Comes Lately,Drama,,78079,,2008
,My Winnipeg,Documentary,,156629,,2008
,Quid Pro Quo,Drama,,11864,,2008
,,,,,,2008
17-Jun,It's a Boy-Girl Thing,,,848,,2008
,My Mom's New Boyfriend,Comedy,,0,,2008
,,,,,,2008
20-Jun,Brick Lane,Drama,,1094998,,2008
,Expired,Comedy,,21489,,2008
,Get Smart,Comedy,,130319208,,2008
,Kit Kittredge: An American Girl,Drama,10000000,17657973,,2008
,The Love Guru,Comedy,,32200122,,2008
,Viva,Comedy,,7197,,2008
,,,,,,2008
24-Jun,Futurama - The Beast with a Billion Backs,,,0,,2008
,,,,,,2008
25-Jun,Full Grown Men,Comedy,,13716,,2008
,Louise Bourgeois,Documentary,,95865,,2008
,,,,,,2008
27-Jun,Cruising Bar 2,Comedy,,3579013,,2008
,Elsa & Fred,Romantic Comedy,,189024,,2008
,Finding Amanda,Comedy,,57297,,2008
,Gunnin' for that #1 Spot,Documentary,,50804,,2008
,Red Roses and Petrol,Drama,,6000,,2008
,Thoda Pyaar Thoda Magic,Drama,,335874,,2008
,Trumbo,Documentary,,108280,,2008
,Une vieille maîtresse,Drama,,785671,,2008
,WALL-E,Adventure,180000000,223808164,,2008
,Wanted,Action,75000000,134508551,,2008
July: 2008,,,,,,2008
1-Jul,Get Smart's Bruce and Lloyd Out of Control,Comedy,,0,,2008
,Hancock,Action,150000000,227946274,,2008
,,,,,,2008
3-Jul,Jaane Tu Ya Jaane Na,Comedy,,600922,,2008
,The Wackness,Comedy,6000000,2077046,,2008
,,,,,,2008
4-Jul,Astérix aux Jeux Olympiques,Adventure,113500000,999811,,2008
,Diminished Capacity,Comedy,,21291,,2008
,Gonzo: The Life and Work of Dr. Hunter S. Thompson,Documentary,,1252100,,2008
,Holding Trevor,Drama,,16814,,2008
,Love Story 2050,Drama,,0,,2008
,Ne le dis à personne,Thriller/Suspense,,6198883,,2008
,,,,,,2008
8-Jul,Batman: Gotham Knight,Action,,0,,2008
,,,,,,2008
11-Jul,August,Drama,3400000,12636,,2008
,Death Defying Acts,Drama,,3561,,2008
,Full Battle Rattle,Documentary,,12306,,2008
,Garden Party,Drama,,21886,,2008
,Giorni e nuvole,,,112103,,2008
,Harold,Comedy,,13229,,2008
,Hellboy 2: The Golden Army,Action,82500000,75986503,,2008
,Homo Erectus,Comedy,,0,,2008
,Journey to the Center of the Earth,Adventure,45000000,101704370,,2008
,Kenny,Comedy,,69221,,2008
,Meet Dave,Comedy,60000000,11803254,,2008
,Murder.com,Thriller/Suspense,,2070,,2008
,Ripple Effect,Drama,,14059,,2008
,Roman Polanski: Wanted and Desired,Documentary,,59192,,2008
,The Stone Angel,Drama,,75139,,2008
,Das Wilde Leben,Drama,,0,,2008
,,,,,,2008
18-Jul,Avant que j'oublie,Drama,,25209,,2008
,The Dark Knight,Action,185000000,533345358,,2008
,Disfigured,Drama,,586,,2008
,The Doorman,Comedy,,0,,2008
,Human Condition Trilogy,Drama,,54828,,2008
,Kismat Konnection,Romantic Comedy,,479759,,2008
,The Legend of God's Gun,Western,,243768,,2008
,Lou Reed's Berlin,Concert/Performance,,29692,,2008
,Mamma Mia!,Musical,,144130063,,2008
,Maria Bethania: Music is Perfume,Documentary,,1858,,2008
,On the Other Hand: Death: A Donald Strachey Mystery,Thriller/Suspense,,2892,,2008
,Space Chimps,Adventure,37000000,30105968,,2008
,Sun taam,Thriller/Suspense,,4629,,2008
,Take,Drama,,6627,,2008
,Transsiberian,Thriller/Suspense,15000000,2203641,,2008
,A Very British Gangster,Documentary,,0,,2008
,Wonderful Town,Drama,,3239,,2008
,Youssou N'Dour: Return to Goree,,,9746,,2008
,,,,,,2008
22-Jul,Picture This!,Romantic Comedy,,0,,2008
,Two Tickets to Paradise,Comedy,,0,,2008
,,,,,,2008
23-Jul,Boy A,Drama,,113662,,2008
,,,,,,2008
25-Jul,American Teen,Documentary,,942441,,2008
,Bienvenue chez les Ch'tis,Comedy,16000000,1477650,,2008
,Brideshead Revisited,Drama,,6432256,,2008
,Bustin' Down the Door,Documentary,,106100,,2008
,CSNY: Déjà Vu,Documentary,,65025,,2008
,Huhwihaji anha,Drama,,15347,,2008
,Kanaria,Drama,,0,,2008
,Man on Wire,Documentary,1900000,2962242,,2008
,The Order of Myths,Documentary,,59400,,2008
,Step Brothers,Comedy,65000000,100468793,,2008
,The X-Files: I Want to Believe,Action,35000000,20982478,,2008
,,,,,,2008
29-Jul,Lost Boys: The Tribe,Horror,,0,,2008
,Stargate - Continuum,Action,,0,,2008
August: 2008,,,,,,2008
1-Aug,Un été sans point ni coup sûr,Drama,,712036,,2008
,Frozen River,Drama,1000000,2511476,,2008
,La Graine et le Mulet,Drama,,203490,,2008
,In Search of a Midnight Kiss,Drama,,172177,,2008
,Midnight Meat Train,Thriller/Suspense,15000000,73548,,2008
,The Mummy: Tomb of the Dragon Emperor,Adventure,175000000,102491776,,2008
,Sixty Six,Comedy,,224614,,2008
,Stealing America: Vote by Vote,Documentary,,4740,,2008
,Swing Vote,Comedy,21000000,16289867,,2008
,Ugly aur Pagli,Comedy,,7362,,2008
,,,,,,2008
5-Aug,Dali Dimension: Decoding the Mind of a Genius,Documentary,,0,,2008
,Starship Troopers 3 - Marauder,Action,,0,,2008
,,,,,,2008
6-Aug,Bottle Shock,Drama,,4078607,,2008
,The Pineapple Express,Comedy,26000000,87341380,,2008
,The Sisterhood of the Traveling Pants 2,Adventure,27000000,44089964,,2008
,,,,,,2008
8-Aug,Beautiful Losers,Documentary,,56386,,2008
,Beer for My Horses,Comedy,,666045,,2008
,Elegy,Drama,,3577210,,2008
,Hell Ride,Action,,213608,,2008
,Red,Thriller/Suspense,,4643,,2008
,Singh is Kinng,Action,,2523511,,2008
,What We Do Is Secret,Drama,,58776,,2008
,,,,,,2008
12-Aug,Art of War II: Betrayal: The,Action,,0,,2008
,Belly 2: Millionaire Boyz Club,Drama,,0,,2008
,The Detonator,,,0,,2008
,Felon,,,0,,2008
,Frank,Drama,,0,,2008
,Si j'étais toi,,,0,,2008
,,,,,,2008
13-Aug,Tropic Thunder,Comedy,90000000,110461307,,2008
,,,,,,2008
14-Aug,The Rise and Fall of Miss Thang,Drama,10000,401,,2008
,Talento de Barrio,Drama,,1667294,,2008
,,,,,,2008
15-Aug,Anita O'Day: The Life of a Jazz Singer,Documentary,,0,,2008
,Bachna Ae Haseeno,Romantic Comedy,,702166,,2008
,La fille coupée en deux,Thriller/Suspense,,409658,,2008
,Fly Me To the Moon,Adventure,25000000,14543943,,2008
,The Flyboys,Adventure,,144110,,2008
,God Tussi Great Ho,Comedy,,121432,,2008
,Henry Poole Is Here,Comedy,,1835293,,2008
,Mirrors,Horror,,30691439,,2008
,Patti Smith: Dream of Life,Documentary,,6703,,2008
,Star Wars: The Clone Wars,Adventure,8500000,35161554,,2008
,Vicky Cristina Barcelona,Comedy,16000000,23216709,,2008
,,,,,,2008
19-Aug,An American Crime,,,0,,2008
,Camp Rock,,,0,,2008
,Recount,Drama,,0,,2008
,The Scorpion King 2: Rise of a Warrior,,,0,,2008
,,,,,,2008
20-Aug,The Rocker,Comedy,15000000,6409528,,2008
,,,,,,2008
21-Aug,I.O.U.S.A.,Documentary,,821046,,2008
,,,,,,2008
22-Aug,Death Race,Action,65000000,36316032,,2008
,The Errand of Angels,Drama,,195184,,2008
,Hamlet 2,Comedy,9000000,4886216,,2008
,The House Bunny,Comedy,25000000,48237389,,2008
,The Longshots,Drama,23000000,11511323,,2008
,Mumbai Meri Jaan,Drama,,13588,,2008
,Trouble the Water,Documentary,,520151,,2008
,,,,,,2008
26-Aug,The Little Mermaid: Ariel's Beginning,Adventure,,0,,2008
,My Sassy Girl,Comedy,,0,,2008
,Postal,Action,,0,,2008
,Purple Violets,,,0,,2008
,Virgin Territory,Drama,38000000,0,,2008
,,,,,,2008
27-Aug,Traitor,Thriller/Suspense,22000000,23530831,,2008
,,,,,,2008
29-Aug,Another Gay Sequel,Comedy,,104828,,2008
,Antarctica,Romantic Comedy,,21445,,2008
,Babylon A.D.,Action,45000000,22532572,,2008
,Ce qu'il faut pour vivre,Drama,,170543,,2008
,College,Comedy,6000000,4694491,,2008
,Disaster Movie,Comedy,20000000,14190901,,2008
,Goal! 2: Living the Dream...,Drama,,225067,,2008
,Morirse está en Hebreo,Comedy,,0,,2008
,My Mexican Shivah,Comedy,,13042,,2008
,Obsluhoval jsem anglického krále,Black Comedy,4900000,617228,,2008
,Sukiyaki Western Django,Action,,50659,,2008
,Year of the Fish,Adventure,,0,,2008
,Young People Fucking,Comedy,,8340,,2008
September: 2008,,,,,,2008
2-Sep,Bait Shop,Comedy,,0,,2008
,Bratz Girlz Really Rock,,,0,,2008
,Last Brickmaker in America: The,,,0,,2008
,Mickey Mouse Clubhouse - Mickey's Storybook Surprises,,,0,,2008
,My Friends Tigger & Pooh - Hundred Acre Wood Haunt,,,0,,2008
,The Next Avengers: Heroes of Tomorrow,Adventure,,0,,2008
,,,,,,2008
5-Sep,August Evening,Drama,,74494,,2008
,Bangkok Dangerous,Action,45000000,15298133,,2008
,Everybody Wants To Be Italian,Comedy,,351416,,2008
,Jake's Corner,Drama,,37600,,2008
,Mister Foe,Drama,,60641,,2008
,Ping Pong Playa,Drama,,77907,,2008
,Save Me,Drama,,83397,,2008
,Surfer: Dude,Comedy,,36497,,2008
,,,,,,2008
9-Sep,Barbie and the Diamond Castle,,,0,,2008
,Son of Sam,,,0,,2008
,Thomas & Friends: The Great Discovery,,,0,,2008
,Unstable Fables - Tortoise vs. Hare,,,0,,2008
,,,,,,2008
10-Sep,Un secret,Drama,,623558,,2008
,,,,,,2008
12-Sep,Burn After Reading,Black Comedy,37000000,60355347,,2008
,Christmas on Mars,Musical,,5692,,2008
,Enlighten Up!,Documentary,,246649,,2008
,The Family That Preys,Comedy,,37105289,,2008
,Forgiveness,Drama,,0,,2008
,Greetings from the Shore,Drama,,96314,,2008
,Il y a longtemps que je t'aime,Drama,,3169305,,2008
,Loins of Punjab Presents,Comedy,,39891,,2008
,Moving Midway,Documentary,,40864,,2008
,Proud American,Drama,,131672,,2008
,Righteous Kill,Thriller/Suspense,60000000,40081410,,2008
,Tired of Kissing Frogs,,,0,,2008
,Towelhead,Drama,,372124,,2008
,The Women,Comedy,16000000,26902075,,2008
,,,,,,2008
16-Sep,Another Cinderella Story,Romantic Comedy,,0,,2008
,Desu Noto,Thriller/Suspense,,0,,2008
,Tortured,,,0,,2008
,,,,,,2008
17-Sep,Virtual JFK: Vietnam If Kennedy Had Lived,Documentary,,0,,2008
,,,,,,2008
19-Sep,All of Us,Documentary,,0,,2008
,Appaloosa,Western,20000000,20211394,,2008
,Battle in Seattle,Drama,,223537,,2008
,The Duchess,Drama,,13848978,,2008
,Fraulein,Drama,,5715,,2008
,Ghost Town,Romantic Comedy,20000000,13252641,,2008
,Hounddog,Drama,,132016,,2008
,Igor,Comedy,30000000,19528602,,2008
,Lakeview Terrace,Thriller/Suspense,20000000,39263506,,2008
,My Best Friend's Girl,Comedy,20000000,19219250,,2008
,A Thousand Years of Good Prayers,Drama,,76806,,2008
,Tropa de Elite,Action,6537890,8744,,2008
,Walking on Dead Fish,Documentary,,20705,,2008
,,,,,,2008
23-Sep,Scooby-Doo and the Goblin King,,,0,,2008
,,,,,,2008
26-Sep,All Roads Lead Home,Drama,,43905,,2008
,The Amazing Truth About Queen Raquela,Drama,,5597,,2008
,Boogie Man: The Lee Atwater Story,Documentary,,60332,,2008
,C'est pas moi: je le jure!,Comedy,,235027,,2008
,Choke,Comedy,,2926565,,2008
,Eagle Eye,Thriller/Suspense,80000000,101440743,,2008
,Fireproof,Drama,500000,33456317,,2008
,Forever Strong,Drama,,719556,,2008
,Hank and Mike,Comedy,,0,,2008
,Humboldt County,Comedy,,82357,,2008
,Johnny Got His Gun,Drama,,0,,2008
,The Lucky Ones,Drama,14000000,266967,,2008
,Miracle at St. Anna,Drama,45000000,7916887,,2008
,Nights in Rodanthe,Drama,,41850659,,2008
,Obscene,Documentary,,0,,2008
,Shoot on Sight,Drama,,1350230,,2008
,Whaledreamers,Documentary,,10584,,2008
,,,,,,2008
30-Sep,2008 Olympics: Beijing 2008 Complete Opening Ceremony,,,0,,2008
,2008 Olympics: Beijing 2008 Highlights – The Games of the XXIX Olympiad,,,0,,2008
,Pulse 2: Afterlife,,,0,,2008
,The Rebel,,,0,,2008
,Rothko s Rooms / Mark Rothko,Documentary,,0,,2008
October: 2008,,,,,,2008
1-Oct,Ballast,Drama,,80203,,2008
,Religulous,Documentary,2500000,13011160,,2008
,,,,,,2008
3-Oct,Allah Made Me Funny,Documentary,,66903,,2008
,An American Carol,Comedy,20000000,7013191,,2008
,Beverly Hills Chihuahua,Comedy,20000000,94514402,,2008
,Blindness,Thriller/Suspense,25000000,3073392,,2008
,Catch Your Mind,Drama,,0,,2008
,Drona,Adventure,,475104,,2008
,Flash of Genius,Drama,,4442377,,2008
,How to Lose Friends & Alienate People,Comedy,28000000,2775593,,2008
,Kidnap,Thriller/Suspense,,328573,,2008
,Nick and Norah's Infinite Playlist,Drama,10000000,31487293,,2008
,Paris,Comedy,,1010194,,2008
,Peur(s) du noir,Horror,,0,,2008
,The Pleasure of Being Robbed,Drama,,10687,,2008
,Rachel Getting Married,Drama,12000000,12796861,,2008
,,,,,,2008
4-Oct,The Express,Drama,37500000,9793406,,2008
,,,,,,2008
7-Oct,Feast II: Sloppy Seconds,Horror,,0,,2008
,Jack Brooks: Monster Slayer,Horror,,0,,2008
,Joy Ride 2: Dead Ahead,,,0,,2008
,Kill Switch,Action,,0,,2008
,Rest Stop: Don't Look Back,Horror,,0,,2008
,,,,,,2008
8-Oct,RocknRolla,Action,18000000,5700626,,2008
,,,,,,2008
10-Oct,Ashes of Time Redux,Action,,173526,,2008
,Billy: The Early Years of Billy Graham,Drama,,320896,,2008
,Body of Lies,Thriller/Suspense,67500000,39394666,,2008
,Breakfast with Scot,Drama,,46060,,2008
,Call+Response,Documentary,200000,212989,,2008
,Choose Connor,Drama,,5788,,2008
,City of Ember,Adventure,38000000,7871693,,2008
,Fall of Hyperion,Thriller/Suspense,,1093,,2008
,Fraude,Documentary,,3373,,2008
,Good Dick,Drama,200000,28835,,2008
,Happy-Go-Lucky,Comedy,,3512016,,2008
,Ice Blues: A Donald Strachey Mystery,Thriller/Suspense,,1377,,2008
,La Leon,Drama,,1708,,2008
,Lola Montes,Drama,,120306,,2008
,Lower Learning,Comedy,,2804,,2008
,Nights and Weekends,Drama,,5430,,2008
,Quarantine,Horror,12000000,31691811,,2008
,,,,,,2008
14-Oct,Dark Floors,Horror,,0,,2008
,Kollegiet,Horror,,0,,2008
,Little Einsteins: The Christmas Wish,,,0,,2008
,No Man's Land: The Rise of Reeker,Horror,,0,,2008
,,,,,,2008
15-Oct,Frontrunners,Documentary,,26976,,2008
,,,,,,2008
17-Oct,Los 2 lados de la cama,Comedy,,0,,2008
,The Elephant King,Drama,,22251,,2008
,Filth and Wisdom,Comedy,,22406,,2008
,Flashbacks of a Fool,Drama,,1020,,2008
,Mary,Drama,,0,,2008
,Max Payne,Action,35000000,40687294,,2008
,Morning Light,Documentary,,275093,,2008
,Saving Marriage,Documentary,,18720,,2008
,The Secret Life of Bees,Drama,11000000,37770162,,2008
,Sex Drive,Comedy,19000000,8402485,,2008
,Tru Loved,Romantic Comedy,,9467,,2008
,W.,Drama,25100000,25534493,,2008
,What Just Happened,Comedy,27000000,1090947,,2008
,Who Does She Think She Is?,Documentary,,3081,,2008
,,,,,,2008
18-Oct,Through the Glass,,,0,,2008
,,,,,,2008
21-Oct,Anaconda 3: Offspring,Horror,,0,,2008
,The Lazarus Project,Thriller/Suspense,,0,,2008
,Linewatch,Drama,,0,,2008
,Sunday School Musical,Musical,250000,0,,2008
,,,,,,2008
22-Oct,Fears of the Dark,Horror,,77876,,2008
,Stranded: I've Come from a Plane that Crashed on the Mountains,Documentary,,89473,,2008
,,,,,,2008
24-Oct,Ben X,Drama,,193137,,2008
,Changeling,Thriller/Suspense,55000000,35739802,,2008
,God and Gays: Bridging the Gap,Documentary,,5095,,2008
,Heroes,Adventure,400000,655538,,2008
,High School Musical 3: Senior Year,Musical,11000000,90559416,,2008
,Låt den rätte komma in,Horror,4500000,2122085,,2008
,Live Fast: Die Young,Drama,,19860,,2008
,Noah's Arc: Jumping the Broom,Romantic Comedy,,532878,,2008
,Passchendaele,Drama,20000000,4452423,,2008
,Passengers,Thriller/Suspense,,292437,,2008
,Pride and Glory,Drama,30000000,15740721,,2008
,Roadside Romeo,Adventure,2000000,55202,,2008
,Saw V,Horror,10800000,56746769,,2008
,Synecdoche: New York,Drama,20000000,3083538,,2008
,The Universe of Keith Haring,Documentary,,0,,2008
,Vida de familia,Drama,,0,,2008
,,,,,,2008
28-Oct,Dead Space: Downfall,Action,,0,,2008
,Tinker Bell,Adventure,,0,,2008
,,,,,,2008
29-Oct,The First Basket,Documentary,,20440,,2008
,,,,,,2008
31-Oct,Dear Zachary: a letter to a son about his father,Documentary,,20834,,2008
,Eden Lake,Horror,,7321,,2008
,Fashion,Musical,,191442,,2008
,Golmaal Returns,Comedy,,313102,,2008
,The Haunting of Molly Hartley,Thriller/Suspense,,13442412,,2008
,Little Big Top,Comedy,,7484,,2008
,The Matador,Documentary,,21816,,2008
,My Name is Bruce,Horror,,173066,,2008
,The Other End of the Line,Romantic Comedy,,115504,,2008
,Plus tard,Drama,,145642,,2008
,Run For Your Life,Documentary,,2992,,2008
,Splinter,Horror,,14154,,2008
,Were the World Mine,Musical,,125380,,2008
,Zack and Miri Make a Porno,Comedy,24000000,31457946,,2008
November: 2008,,,,,,2008
4-Nov,Barbie in a Christmas Carol,,,0,,2008
,Futurama - Bender's Game,Comedy,,0,,2008
,Moscow Zero,,,0,,2008
,Shrek the Halls,Comedy,,0,,2008
,Termination Point,,,0,,2008
,,,,,,2008
7-Nov,The Alphabet Killer,Thriller/Suspense,,29784,,2008
,Blue Gap Boy'z,Adventure,,51576,,2008
,The Boy in the Striped Pajamas,Drama,12500000,9046156,,2008
,Ek Vivah Aisa Nhi,Drama,,6437,,2008
,Gardens of the Night,Drama,,11436,,2008
,The Guitar,Drama,,0,,2008
,House,Horror,,575048,,2008
,In Search Of,Drama,,22094,,2008
,JCVD,Comedy,,470691,,2008
,Madagascar: Escape 2 Africa,Comedy,150000000,180010950,,2008
,Otto; Or: Up with Dead People,Drama,,11295,,2008
,Pray the Devil Back to Hell,Documentary,,90066,,2008
,Repo! The Genetic Opera,Musical,,140244,,2008
,Role Models,Comedy,,67300955,,2008
,Soul Men,Comedy,,12082391,,2008
,The World Unseen,Drama,,17808,,2008
,,,,,,2008
11-Nov,The Christmas Cottage,Drama,,0,,2008
,Katt Williams: It's Pimpin' Pimpin',,,0,,2008
,Radio City Christmas Spectacular Starring The Rockettes,,,0,,2008
,,,,,,2008
12-Nov,Slumdog Millionaire,Drama,14000000,141319928,,2008
,,,,,,2008
14-Nov,The Beautiful Truth,Documentary,,15387,,2008
,Camille,Adventure,,3849,,2008
,Un conte de Noël,Drama,,1060922,,2008
,Dostana,Musical,,1235028,,2008
,The Dukes,Comedy,,26157,,2008
,Eden,Drama,,16967,,2008
,Faded Memories,,,0,,2008
,Familiar Strangers,Comedy,,34068,,2008
,Fuel,Documentary,,174255,,2008
,Das Haus der schlafenden Schönen,Drama,,4509,,2008
,How About You,Drama,,78234,,2008
,Quantum of Solace,Action,230000000,169368427,,2008
,Vaaranam Aayiram,,,0,,2008
,,,,,,2008
18-Nov,The Clique,Drama,,0,,2008
,Jeff Dunham's Very Special Christmas Special,,,0,,2008
,,,,,,2008
19-Nov,Harvard Beats Yale,Documentary,,268431,,2008
,,,,,,2008
21-Nov,The Betrayal,Documentary,,41271,,2008
,Bolt,Comedy,150000000,114053759,,2008
,Henry May Long,,,0,,2008
,I Can't Think Straight,Romantic Comedy,,39576,,2008
,Lake City,Drama,,12686,,2008
,One Day You'll Understand,Drama,,115925,,2008
,The Restless,Drama,,5976,,2008
,Special,Drama,,7202,,2008
,Twilight,Drama,37000000,192769854,,2008
,Yuvraaj,Musical,,565440,,2008
,,,,,,2008
25-Nov,Beautiful Ohio,Drama,,0,,2008
,Dead of Winter,,,0,,2008
,Maiden Voyage: Ocean Hijack,,,0,,2008
,Rush - Snakes & Arrows Live,Concert/Performance,,0,,2008
,Slap Shot 3: The Junior League,,,0,,2008
,Two Tigers,,,0,,2008
,,,,,,2008
26-Nov,Australia,Drama,130000000,49554002,,2008
,Four Christmases,Comedy,80000000,120146040,,2008
,Milk,Drama,20000000,31841299,,2008
,Sodot Ha,Drama,,122094,,2008
,Transporter 3,Action,,31715062,,2008
,,,,,,2008
28-Nov,Babine,Drama,,2626308,,2008
,Oye Lucky! Lucky Oye!,Comedy,,80037,,2008
,Rome & Jewel,Drama,,470,,2008
December: 2008,,,,,,2008
2-Dec,Rise of the Footsoldier,,,0,,2008
,,,,,,2008
5-Dec,Amexicano,Drama,,8387,,2008
,The Black Balloon,Drama,,10342,,2008
,Cadillac Records,Drama,12000000,8138000,,2008
,Ciao,,,49494,,2008
,Don Carlo,Concert/Performance,,27834,,2008
,Frost/Nixon,Drama,29000000,18622031,,2008
,A Good Day to be Black and Sexy,Drama,,8629,,2008
,Hunger,Drama,,154084,,2008
,Let Them Chirp Awhile,,,0,,2008
,Nobel Son,Thriller/Suspense,,539572,,2008
,Punisher: War Zone,Action,35000000,8050977,,2008
,Staub,Documentary,,2072,,2008
,,,,,,2008
9-Dec,Crossroads,,,0,,2008
,The Man Who Came Back,Western,,0,,2008
,Open Window,Drama,,0,,2008
,,,,,,2008
10-Dec,The Reader,Drama,32500000,34194407,,2008
,Wendy and Lucy,Drama,300000,865695,,2008
,The Duchess,Drama,27000000,43306325,,2008
12-Dec,$9.99 ,Comedy,,52107,,2008
,Che: El Ar the Argentine,,58000000,293708,,2008
,Los Cronocrímenes,Thriller/Suspense,2600000,39127,,2008
,The Day the Earth Stood Still,Adventure,80000000,79366978,,2008
,Delgo,Adventure,40000000,915840,,2008
,Doubt,Drama,20000000,33446470,,2008
,Gran Torino,Drama,25000000,148095302,,2008
,The Kings of Appletown,Action,7000000,0,,2008
,Nothing Like the Holidays,Comedy,,7503736,,2008
,Rab Ne Bana Di Jodi,Drama,,2074346,,2008
,What Doesn't Kill You,Drama,,0,,2008
,Where God Left His Shoes,Drama,,3911,,2008
,,,,,,2008
16-Dec,The Day the Earth Stopped,,,0,,2008
,The Lawless,,,0,,2008
,,,,,,2008
17-Dec,The Wrestler,Drama,6000000,26238243,,2008
,,,,,,2008
19-Dec,Gomorra,Drama,,1579146,,2008
