"","ReleaseDate","Movie","Genre","ProductionBudget","DomesticBoxOfficeToDate","Year","NetflixStars","OnNetflix","Awards","Nominations","BestPicture","RottenTomatosCriticsScore","RottenTomatosAudienceScore","BigGenre","Oscar","Blockbuster","CalDate"
"514","17-Apr","Sleep Dealer","Thriller/Suspense",2500000,80136,2009,NA,"Not on Netflix",0,0,0,66,50,"Thriller/Suspense"," Nominated"," Under 100M",4.548387097
"515","17-Apr","State of Play","Thriller/Suspense",60000000,37017955,2009,NA,"Not on Netflix",0,0,0,84,73,"Thriller/Suspense"," Nominated"," Under 100M",4.548387097
"516","24-Apr","The Informers","Thriller/Suspense",18000000,315000,2009,NA,"Not on Netflix",0,0,0,13,17,"Thriller/Suspense"," Nominated"," Under 100M",4.774193548
"517","24-Apr","The Soloist","Drama",60000000,31720158,2009,NA,"Not on Netflix",0,0,0,56,57,"Drama"," Nominated"," Under 100M",4.774193548
"518","1-May","X-Men Origins: Wolverine","Action",150000000,179883157,2009,NA,"Not on Netflix",0,0,0,38,60,"Action"," Nominated"," Over 100M",5.032258065
"519","8-May","Adoration","Drama",4000000,294244,2009,NA,"Not on Netflix",0,0,0,61,50,"Drama"," Nominated"," Under 100M",5.258064516
"520","8-May","Next Day Air","Comedy",3000000,10027047,2009,NA,"Not on Netflix",0,0,0,21,31,"Comedy"," Nominated"," Under 100M",5.258064516
"521","8-May","Star Trek","Adventure",140000000,257730019,2009,3.9,"On Netflix",1,4,0,95,91,"Adventure"," Not Nominated"," Over 100M",5.258064516
"522","15-May","Angels & Demons","Thriller/Suspense",150000000,133375846,2009,NA,"Not on Netflix",0,0,0,37,57,"Thriller/Suspense"," Nominated"," Over 100M",5.483870968
"523","21-May","Terminator Salvation: The Future Begins","Action",200000000,125322469,2009,NA,"Not on Netflix",0,0,0,NA,NA,"Action"," Nominated"," Over 100M",5.677419355
"524","22-May","Dance Flick","Comedy",25000000,25662155,2009,NA,"Not on Netflix",0,0,0,18,30,"Comedy"," Nominated"," Under 100M",5.709677419
"525","22-May","Easy Virtue","Romantic Comedy",14000000,2656784,2009,NA,"Not on Netflix",0,0,0,52,47,"Comedy"," Nominated"," Under 100M",5.709677419
"526","22-May","Night at the Museum: Battle of the Smithsonian","Comedy",150000000,177243721,2009,NA,"Not on Netflix",0,0,0,44,47,"Comedy"," Nominated"," Over 100M",5.709677419
"527","29-May","Drag Me To Hell","Horror",30000000,42100625,2009,NA,"Not on Netflix",0,0,0,92,62,"Horror"," Nominated"," Under 100M",5.935483871
"528","29-May","Män som hatar kvinnor","Thriller/Suspense",13000000,12749992,2009,NA,"Not on Netflix",0,0,0,NA,NA,"Thriller/Suspense"," Nominated"," Under 100M",5.935483871
"529","29-May","Pontypool","Thriller/Suspense",1500000,3865,2009,3.5,"On Netflix",0,0,0,82,69,"Thriller/Suspense"," Nominated"," Under 100M",5.935483871
"530","29-May","Up","Adventure",175000000,293004164,2009,NA,"Not on Netflix",2,5,0,98,90,"Adventure"," Not Nominated"," Over 100M",5.935483871
"531","5-Jun","Away We Go","Comedy",21000000,9451946,2009,NA,"Not on Netflix",0,0,0,67,74,"Comedy"," Nominated"," Under 100M",6.161290323
"532","5-Jun","The Hangover","Comedy",35000000,277322503,2009,NA,"Not on Netflix",0,0,0,79,84,"Comedy"," Nominated"," Over 100M",6.161290323
"533","5-Jun","Land of the Lost","Comedy",100000000,49438370,2009,NA,"Not on Netflix",0,0,0,26,32,"Comedy"," Nominated"," Under 100M",6.161290323
"534","12-Jun","Imagine That","Comedy",55000000,16123323,2009,NA,"Not on Netflix",0,0,0,40,41,"Comedy"," Nominated"," Under 100M",6.387096774
"535","12-Jun","Moon","Thriller/Suspense",5000000,5010163,2009,NA,"Not on Netflix",0,0,0,89,89,"Thriller/Suspense"," Nominated"," Under 100M",6.387096774
"536","12-Jun","The Taking of Pelham 123","Action",110000000,65452312,2009,NA,"Not on Netflix",0,0,0,51,52,"Action"," Nominated"," Under 100M",6.387096774
"537","19-Jun","The Proposal","Romantic Comedy",40000000,163958031,2009,3.3,"On Netflix",0,0,0,44,68,"Comedy"," Nominated"," Over 100M",6.612903226
"538","19-Jun","Whatever Works","Romantic Comedy",15000000,5306706,2009,NA,"Not on Netflix",0,0,0,49,62,"Comedy"," Nominated"," Under 100M",6.612903226
"539","19-Jun","Year One","Comedy",60000000,43337279,2009,NA,"Not on Netflix",0,0,0,14,23,"Comedy"," Nominated"," Under 100M",6.612903226
"540","24-Jun","Transformers: Revenge of the Fallen","Action",210000000,402111870,2009,NA,"Not on Netflix",0,0,0,20,58,"Action"," Nominated"," Over 100M",6.774193548
"541","26-Jun","Cheri","Drama",23000000,2715657,2009,3,"On Netflix",0,0,0,50,39,"Drama"," Nominated"," Under 100M",6.838709677
"542","26-Jun","The Hurt Locker","Drama",15000000,17017811,2009,NA,"Not on Netflix",6,9,1,97,84,"Drama"," Not Nominated"," Under 100M",6.838709677
"543","26-Jun","My Sister's Keeper","Drama",27500000,49200230,2009,NA,"Not on Netflix",0,0,0,48,73,"Drama"," Nominated"," Under 100M",6.838709677
"544","26-Jun","Surveillance","Thriller/Suspense",3500000,27349,2009,NA,"Not on Netflix",0,0,0,55,43,"Thriller/Suspense"," Nominated"," Under 100M",6.838709677
"545","1-Jul","Ice Age: Dawn of the Dinosaurs","Adventure",90000000,196573705,2009,NA,"Not on Netflix",0,0,0,45,63,"Adventure"," Nominated"," Over 100M",7.032258065
"546","1-Jul","Public Enemies","Drama",102500000,97104620,2009,NA,"Not on Netflix",0,0,0,68,59,"Drama"," Nominated"," Under 100M",7.032258065
"547","10-Jul","Brüno","Comedy",42000000,60054530,2009,NA,"Not on Netflix",0,0,0,NA,NA,"Comedy"," Nominated"," Under 100M",7.322580645
"548","10-Jul","I Love You: Beth Cooper","Comedy",18000000,14800725,2009,NA,"Not on Netflix",0,0,0,14,32,"Comedy"," Nominated"," Under 100M",7.322580645
"549","15-Jul","Harry Potter and the Half-Blood Prince","Adventure",250000000,301959197,2009,NA,"Not on Netflix",0,0,0,84,77,"Adventure"," Nominated"," Over 100M",7.483870968
"550","17-Jul","(500) Days of Summer","Romantic Comedy",7500000,32391374,2009,NA,"Not on Netflix",0,0,0,86,84,"Comedy"," Nominated"," Under 100M",7.548387097
"551","24-Jul","G-Force","Adventure",150000000,119436770,2009,NA,"Not on Netflix",0,0,0,22,40,"Adventure"," Nominated"," Over 100M",7.774193548
"552","24-Jul","The Ugly Truth","Romantic Comedy",38000000,88915214,2009,NA,"Not on Netflix",0,0,0,13,60,"Comedy"," Nominated"," Under 100M",7.774193548
"553","29-Jul","Adam","Drama",3200000,2277396,2009,NA,"Not on Netflix",0,0,0,64,72,"Drama"," Nominated"," Under 100M",7.935483871
"554","31-Jul","Aliens in the Attic","Adventure",45000000,25200412,2009,NA,"Not on Netflix",0,0,0,31,44,"Adventure"," Nominated"," Under 100M",8
"555","31-Jul","Flammen og Citronen","Thriller/Suspense",9000000,148089,2009,NA,"Not on Netflix",0,0,0,-1,77,"Thriller/Suspense"," Nominated"," Under 100M",8
"556","31-Jul","Funny People","Comedy",72500000,51855045,2009,NA,"Not on Netflix",0,0,0,68,48,"Comedy"," Nominated"," Under 100M",8
"557","7-Aug","G.I. Joe: The Rise of Cobra","Action",175000000,150201498,2009,NA,"Not on Netflix",0,0,0,35,50,"Action"," Nominated"," Over 100M",8.225806452
"558","7-Aug","Julie & Julia","Comedy",40000000,94125426,2009,NA,"Not on Netflix",0,0,0,75,70,"Comedy"," Nominated"," Under 100M",8.225806452
"559","7-Aug","A Perfect Getaway","Thriller/Suspense",14000000,15515460,2009,NA,"Not on Netflix",0,0,0,60,52,"Thriller/Suspense"," Nominated"," Under 100M",8.225806452
"560","14-Aug","Bandslam","Comedy",20000000,5210988,2009,NA,"Not on Netflix",0,0,0,81,64,"Comedy"," Nominated"," Under 100M",8.451612903
"561","14-Aug","District 9","Thriller/Suspense",30000000,115646235,2009,NA,"Not on Netflix",0,0,0,90,82,"Thriller/Suspense"," Nominated"," Over 100M",8.451612903
"562","14-Aug","Gake no ue no Ponyo","Adventure",34000000,15090399,2009,NA,"Not on Netflix",0,0,0,92,83,"Adventure"," Nominated"," Under 100M",8.451612903
"563","14-Aug","The Goods: Live Hard: Sell Hard","Comedy",10000000,15122676,2009,NA,"Not on Netflix",0,0,0,27,37,"Comedy"," Nominated"," Under 100M",8.451612903
"564","14-Aug","The Time Traveler's Wife","Drama",39000000,63414846,2009,NA,"Not on Netflix",0,0,0,37,60,"Drama"," Nominated"," Under 100M",8.451612903
"565","20-Aug","Inglourious Basterds","Action",70000000,120831050,2009,NA,"Not on Netflix",1,8,0,89,87,"Action"," Not Nominated"," Over 100M",8.64516129
"566","21-Aug","Der Baader Meinhof Komplex","Action",19700000,476270,2009,NA,"Not on Netflix",0,0,0,85,80,"Action"," Nominated"," Under 100M",8.677419355
"567","26-Aug","Taking Woodstock","Drama",29000000,7460204,2009,NA,"Not on Netflix",0,0,0,48,47,"Drama"," Nominated"," Under 100M",8.838709677
"568","28-Aug","The Final Destination","Horror",40000000,66477700,2009,NA,"Not on Netflix",0,0,0,29,36,"Horror"," Nominated"," Under 100M",8.903225806
"569","28-Aug","Halloween 2","Horror",15000000,33392973,2009,NA,"Not on Netflix",0,0,0,20,45,"Horror"," Nominated"," Under 100M",8.903225806
"570","28-Aug","The Open Road","Drama",10000000,19716,2009,NA,"Not on Netflix",0,0,0,29,25,"Drama"," Nominated"," Under 100M",8.903225806
"571","4-Sep","All About Steve","Romantic Comedy",15000000,33862903,2009,NA,"Not on Netflix",0,0,0,7,30,"Comedy"," Nominated"," Under 100M",9.129032258
"572","4-Sep","Extract","Comedy",7500000,10823158,2009,3.3,"On Netflix",0,0,0,63,38,"Comedy"," Nominated"," Under 100M",9.129032258
"573","4-Sep","Gamer","Action",50000000,20534907,2009,NA,"Not on Netflix",0,0,0,29,39,"Action"," Nominated"," Under 100M",9.129032258
"574","9-Sep","9","Adventure",30000000,31749894,2009,NA,"Not on Netflix",0,0,0,37,37,"Adventure"," Nominated"," Under 100M",9.290322581
"575","11-Sep","I Can Do Bad All By Myself","Comedy",19000000,51733921,2009,NA,"Not on Netflix",0,0,0,63,81,"Comedy"," Nominated"," Under 100M",9.35483871
"576","11-Sep","Sorority Row","Horror",12500000,11965282,2009,NA,"Not on Netflix",0,0,0,22,32,"Horror"," Nominated"," Under 100M",9.35483871
"577","11-Sep","Whiteout","Thriller/Suspense",35000000,10275638,2009,NA,"Not on Netflix",0,0,0,7,21,"Thriller/Suspense"," Nominated"," Under 100M",9.35483871
"578","17-Sep","Bright Star","Drama",8500000,4444637,2009,NA,"Not on Netflix",0,0,0,83,69,"Drama"," Nominated"," Under 100M",9.548387097
"579","18-Sep","Cloudy with a Chance of Meatballs","Comedy",100000000,124870275,2009,NA,"Not on Netflix",0,0,0,-1,67,"Comedy"," Nominated"," Over 100M",9.580645161
"580","18-Sep","The Informant","Thriller/Suspense",22000000,33316821,2009,NA,"Not on Netflix",0,0,0,-1,75,"Thriller/Suspense"," Nominated"," Under 100M",9.580645161
"581","18-Sep","Jennifer's Body","Thriller/Suspense",16000000,16204793,2009,NA,"Not on Netflix",0,0,0,42,34,"Thriller/Suspense"," Nominated"," Under 100M",9.580645161
"582","18-Sep","Love Happens","Drama",18000000,22965110,2009,NA,"Not on Netflix",0,0,0,16,37,"Drama"," Nominated"," Under 100M",9.580645161
"583","25-Sep","Coco avant Chanel","Drama",23000000,6113834,2009,NA,"Not on Netflix",0,0,0,NA,NA,"Drama"," Nominated"," Under 100M",9.806451613
"584","25-Sep","I Hope They Serve Beer in Hell","Comedy",7000000,1429299,2009,NA,"Not on Netflix",0,0,0,20,42,"Comedy"," Nominated"," Under 100M",9.806451613
"585","25-Sep","Pandorum","Horror",40000000,10330853,2009,NA,"Not on Netflix",0,0,0,28,48,"Horror"," Nominated"," Under 100M",9.806451613
"586","25-Sep","Paranormal Activity","Horror",450000,107918810,2009,NA,"Not on Netflix",0,0,0,83,56,"Horror"," Nominated"," Over 100M",9.806451613
"587","25-Sep","Surrogates","Action",80000000,38577772,2009,NA,"Not on Netflix",0,0,0,39,38,"Action"," Nominated"," Under 100M",9.806451613
"588","2-Oct","The Invention of Lying","Comedy",18500000,18451251,2009,NA,"Not on Netflix",0,0,0,58,39,"Comedy"," Nominated"," Under 100M",10.06451613
"589","2-Oct","A Serious Man","Comedy",7000000,9228788,2009,NA,"Not on Netflix",0,0,0,89,67,"Comedy"," Nominated"," Under 100M",10.06451613
"590","2-Oct","Whip It","Comedy",15000000,13043363,2009,NA,"Not on Netflix",0,0,0,84,74,"Comedy"," Nominated"," Under 100M",10.06451613
"591","2-Oct","Zombieland","Comedy",23600000,75590286,2009,NA,"Not on Netflix",0,0,0,90,86,"Comedy"," Nominated"," Under 100M",10.06451613
"592","9-Oct","Couples Retreat","Comedy",60000000,109205660,2009,NA,"Not on Netflix",0,0,0,11,40,"Comedy"," Nominated"," Over 100M",10.29032258
"593","9-Oct","The Damned United","Drama",6400000,449865,2009,NA,"Not on Netflix",0,0,0,94,85,"Drama"," Nominated"," Under 100M",10.29032258
"594","9-Oct","An Education","Drama",7500000,12574914,2009,NA,"Not on Netflix",0,0,0,94,80,"Drama"," Nominated"," Under 100M",10.29032258
"595","9-Oct","St. Trinian's","Comedy",11400000,15000,2009,NA,"Not on Netflix",0,0,0,10,45,"Comedy"," Nominated"," Under 100M",10.29032258
"596","9-Oct","Trucker","Drama",1500000,52429,2009,NA,"Not on Netflix",0,0,0,58,58,"Drama"," Nominated"," Under 100M",10.29032258
"597","16-Oct","Janky Promoters","Comedy",10000000,9069,2009,NA,"Not on Netflix",0,0,0,-1,46,"Comedy"," Nominated"," Under 100M",10.51612903
"598","16-Oct","Law Abiding Citizen","Thriller/Suspense",53000000,73357727,2009,NA,"Not on Netflix",0,0,0,25,75,"Thriller/Suspense"," Nominated"," Under 100M",10.51612903
"599","16-Oct","The Stepfather","Thriller/Suspense",20000000,29062561,2009,NA,"Not on Netflix",0,0,0,11,35,"Thriller/Suspense"," Nominated"," Under 100M",10.51612903
"600","16-Oct","Where the Wild Things Are","Adventure",100000000,77233467,2009,NA,"Not on Netflix",0,0,0,73,57,"Adventure"," Nominated"," Under 100M",10.51612903
"601","23-Oct","Amelia","Drama",40000000,14279575,2009,NA,"Not on Netflix",0,0,0,20,31,"Drama"," Nominated"," Under 100M",10.74193548
"602","23-Oct","Astro Boy","Adventure",65000000,19551067,2009,NA,"Not on Netflix",0,0,0,49,51,"Adventure"," Nominated"," Under 100M",10.74193548
"603","23-Oct","Motherhood","Comedy",10000000,93388,2009,NA,"Not on Netflix",0,0,0,19,17,"Comedy"," Nominated"," Under 100M",10.74193548
"604","23-Oct","Ong-Bak 2","Action",15000000,102458,2009,NA,"Not on Netflix",0,0,0,NA,NA,"Action"," Nominated"," Under 100M",10.74193548
"605","23-Oct","Saw VI","Horror",11000000,27693292,2009,NA,"Not on Netflix",0,0,0,37,56,"Horror"," Nominated"," Under 100M",10.74193548
"606","23-Oct","Cirque du Freak: The Vampire's Assistant","Action",40000000,14046595,2009,NA,"Not on Netflix",0,0,0,38,42,"Action"," Nominated"," Under 100M",10.74193548
"607","30-Oct","The Boondock Saints 2: All Saints Day","Action",8000000,10273187,2009,NA,"Not on Netflix",0,0,0,23,58,"Action"," Nominated"," Under 100M",10.96774194
"608","30-Oct","Gentlemen Broncos","Comedy",9500000,113682,2009,NA,"Not on Netflix",0,0,0,19,41,"Comedy"," Nominated"," Under 100M",10.96774194
"609","30-Oct","House of the Devil: The","Horror",1000000,101215,2009,NA,"Not on Netflix",0,0,0,86,62,"Horror"," Nominated"," Under 100M",10.96774194
"610","6-Nov","The Box","Thriller/Suspense",25000000,15051977,2009,NA,"Not on Netflix",0,0,0,45,23,"Thriller/Suspense"," Nominated"," Under 100M",11.19354839
"611","6-Nov","Disney's A Christmas Carol","Drama",190000000,137855863,2009,NA,"Not on Netflix",0,0,0,54,58,"Drama"," Nominated"," Over 100M",11.19354839
"612","6-Nov","The Fourth Kind","Thriller/Suspense",10000000,26218170,2009,3.4,"On Netflix",0,0,0,19,41,"Thriller/Suspense"," Nominated"," Under 100M",11.19354839
"613","6-Nov","Precious (Based on the Novel Push by Sapphire)","Drama",10000000,47566524,2009,NA,"Not on Netflix",0,0,0,91,81,"Drama"," Nominated"," Under 100M",11.19354839
"614","13-Nov","2012","Action",200000000,166112167,2009,NA,"Not on Netflix",0,0,0,39,47,"Action"," Nominated"," Over 100M",11.41935484
"615","13-Nov","The Boat That Rocked","Comedy",50000000,8017467,2009,NA,"Not on Netflix",0,0,0,61,71,"Comedy"," Nominated"," Under 100M",11.41935484
"616","13-Nov","The Fantastic Mr. Fox","Adventure",40000000,21002919,2009,NA,"Not on Netflix",0,0,0,NA,NA,"Adventure"," Nominated"," Under 100M",11.41935484
"617","13-Nov","The Messenger","Drama",6500000,1109660,2009,3.5,"On Netflix",0,0,0,90,75,"Drama"," Nominated"," Under 100M",11.41935484
"618","20-Nov","Bad Lieutenant: Port of Call New Orleans","Drama",25000000,1702112,2009,NA,"Not on Netflix",0,0,0,87,57,"Drama"," Nominated"," Under 100M",11.64516129
"619","20-Nov","The Blind Side","Drama",35000000,255959475,2009,NA,"Not on Netflix",1,2,0,66,85,"Drama"," Not Nominated"," Over 100M",11.64516129
"620","20-Nov","The Twilight Saga: New Moon","Drama",50000000,296623634,2009,NA,"Not on Netflix",0,0,0,28,61,"Drama"," Nominated"," Over 100M",11.64516129
"621","20-Nov","Planet 51","Adventure",60000000,42194060,2009,NA,"Not on Netflix",0,0,0,21,40,"Adventure"," Nominated"," Under 100M",11.64516129
"622","20-Nov","Red Cliff","Action",40000000,627047,2009,NA,"Not on Netflix",0,0,0,89,78,"Action"," Nominated"," Under 100M",11.64516129
"623","25-Nov","Me and Orson Welles","Drama",25000000,1190003,2009,NA,"Not on Netflix",0,0,0,85,61,"Drama"," Nominated"," Under 100M",11.80645161
"624","25-Nov","Ninja Assassin","Action",50000000,38122883,2009,NA,"Not on Netflix",0,0,0,26,54,"Action"," Nominated"," Under 100M",11.80645161
"625","25-Nov","Old Dogs","Comedy",35000000,49492060,2009,NA,"Not on Netflix",0,0,0,5,44,"Comedy"," Nominated"," Under 100M",11.80645161
"626","25-Nov","The Princess and the Frog","Adventure",105000000,104400899,2009,NA,"Not on Netflix",0,0,0,84,74,"Adventure"," Nominated"," Over 100M",11.80645161
"627","25-Nov","The Road","Drama",25000000,8114270,2009,2.9,"On Netflix",0,0,0,75,67,"Drama"," Nominated"," Under 100M",11.80645161
"628","4-Dec","Armored","Thriller/Suspense",20000000,15988876,2009,NA,"Not on Netflix",0,0,0,41,31,"Thriller/Suspense"," Nominated"," Under 100M",12.12903226
"629","4-Dec","Brothers","Drama",26000000,28544157,2009,3.4,"On Netflix",0,0,0,63,62,"Drama"," Nominated"," Under 100M",12.12903226
"630","4-Dec","Everybody's Fine","Drama",20000000,9208876,2009,3.4,"On Netflix",0,0,0,46,54,"Drama"," Nominated"," Under 100M",12.12903226
"631","4-Dec","Up in the Air","Drama",30000000,83823381,2009,NA,"Not on Netflix",0,0,0,91,79,"Drama"," Nominated"," Under 100M",12.12903226
"632","11-Dec","Invictus","Drama",49000000,37491364,2009,NA,"Not on Netflix",0,0,0,76,75,"Drama"," Nominated"," Under 100M",12.35483871
"633","11-Dec","The Lovely Bones","Drama",95000000,44114232,2009,NA,"Not on Netflix",0,0,0,32,52,"Drama"," Nominated"," Under 100M",12.35483871
"634","11-Dec","A Single Man","Drama",7000000,9176000,2009,NA,"Not on Netflix",0,0,0,85,81,"Drama"," Nominated"," Under 100M",12.35483871
"635","16-Dec","Crazy Heart","Drama",8500000,39471742,2009,NA,"Not on Netflix",2,3,0,91,76,"Drama"," Not Nominated"," Under 100M",12.51612903
"636","18-Dec","Avatar","Action",425000000,760507625,2009,NA,"Not on Netflix",3,9,0,83,82,"Action"," Not Nominated"," Over 100M",12.58064516
"637","18-Dec","Did You Hear About the Morgans?","Romantic Comedy",58000000,29580087,2009,NA,"Not on Netflix",0,0,0,12,27,"Comedy"," Nominated"," Under 100M",12.58064516
"638","18-Dec","The Young Victoria","Drama",35000000,11001272,2009,NA,"Not on Netflix",1,3,0,76,74,"Drama"," Not Nominated"," Under 100M",12.58064516
"639","23-Dec","Alvin and the Chipmunks: The Squeakquel","Comedy",70000000,219614612,2009,NA,"Not on Netflix",0,0,0,21,50,"Comedy"," Nominated"," Over 100M",12.74193548
"640","25-Dec","The Imaginarium of Doctor Parnassus","Adventure",30000000,7689607,2009,NA,"Not on Netflix",0,0,0,64,60,"Adventure"," Nominated"," Under 100M",12.80645161
"641","25-Dec","It's Complicated","Romantic Comedy",85000000,112735375,2009,NA,"Not on Netflix",0,0,0,57,60,"Comedy"," Nominated"," Over 100M",12.80645161
"642","25-Dec","Sherlock Holmes","Adventure",90000000,209028679,2009,3.2,"On Netflix",0,0,0,70,77,"Adventure"," Nominated"," Over 100M",12.80645161
"643","30-Dec","Das Weisse Band: Eine deutsche Kindergeschichte","Drama",18000000,2222862,2009,NA,"Not on Netflix",0,0,0,NA,NA,"Drama"," Nominated"," Under 100M",12.96774194
"644","11-Jan","The Pirates Who Don't Do Anything: A VeggieTales Movie","Comedy",15000000,12981269,2008,NA,"Not on Netflix",0,0,0,39,62,"Comedy"," Nominated"," Under 100M",1.35483871
"645","18-Jan","Cloverfield","Action",25000000,80048433,2008,NA,"Not on Netflix",0,0,0,77,68,"Action"," Nominated"," Under 100M",1.580645161
"646","18-Jan","Teeth","Comedy",2000000,347578,2008,NA,"Not on Netflix",0,0,0,79,45,"Comedy"," Nominated"," Under 100M",1.580645161
"647","25-Jan","4 luni: 3 saptamani si 2 zile","Drama",900000,1196321,2008,NA,"Not on Netflix",0,0,0,NA,NA,"Drama"," Nominated"," Under 100M",1.806451613
"648","25-Jan","Meet the Spartans","Comedy",30000000,38233676,2008,NA,"Not on Netflix",0,0,0,2,25,"Comedy"," Nominated"," Under 100M",1.806451613
"649","25-Jan","Rambo","Action",47500000,42754105,2008,NA,"Not on Netflix",0,0,0,-1,77,"Action"," Nominated"," Under 100M",1.806451613
"650","25-Jan","Untraceable","Thriller/Suspense",35000000,28687835,2008,NA,"Not on Netflix",0,0,0,16,52,"Thriller/Suspense"," Nominated"," Under 100M",1.806451613
"651","1-Feb","The Eye","Thriller/Suspense",12000000,31418697,2008,NA,"Not on Netflix",0,0,0,22,44,"Thriller/Suspense"," Nominated"," Under 100M",2.032258065
"652","1-Feb","Over Her Dead Body","Comedy",10000000,7570127,2008,NA,"Not on Netflix",0,0,0,15,42,"Comedy"," Nominated"," Under 100M",2.032258065
"653","1-Feb","Sukkar banat","Romantic Comedy",1600000,1060591,2008,NA,"Not on Netflix",0,0,0,NA,NA,"Comedy"," Nominated"," Under 100M",2.032258065
"654","8-Feb","Fool's Gold","Adventure",72500000,70231041,2008,NA,"Not on Netflix",0,0,0,11,48,"Adventure"," Nominated"," Under 100M",2.258064516
"655","8-Feb","In Bruges","Comedy",15000000,7800825,2008,3.6,"On Netflix",0,0,0,82,86,"Comedy"," Nominated"," Under 100M",2.258064516
"656","8-Feb","Welcome Home Roscoe Jenkins","Comedy",27500000,42436517,2008,NA,"Not on Netflix",0,0,0,22,63,"Comedy"," Nominated"," Under 100M",2.258064516
"657","14-Feb","Definitely: Maybe","Romantic Comedy",7000000,32241649,2008,NA,"Not on Netflix",0,0,0,70,71,"Comedy"," Nominated"," Under 100M",2.451612903
"658","14-Feb","Jumper","Adventure",82500000,81168265,2008,NA,"Not on Netflix",0,0,0,16,44,"Adventure"," Nominated"," Under 100M",2.451612903
"659","14-Feb","The Spiderwick Chronicles","Adventure",92500000,71195053,2008,NA,"Not on Netflix",0,0,0,80,63,"Adventure"," Nominated"," Under 100M",2.451612903
"660","14-Feb","Step Up 2 the Streets","Drama",17500000,58017783,2008,NA,"Not on Netflix",0,0,0,27,77,"Drama"," Nominated"," Under 100M",2.451612903
"661","15-Feb","Diary of the Dead","Horror",2750000,952620,2008,NA,"Not on Netflix",0,0,0,62,41,"Horror"," Nominated"," Under 100M",2.483870968
"662","22-Feb","Be Kind Rewind","Comedy",20000000,11175164,2008,NA,"Not on Netflix",0,0,0,66,56,"Comedy"," Nominated"," Under 100M",2.709677419
"663","22-Feb","Charlie Bartlett","Comedy",12000000,3950294,2008,NA,"Not on Netflix",0,0,0,56,72,"Comedy"," Nominated"," Under 100M",2.709677419
"664","22-Feb","Die Fälscher","Drama",6250000,5488570,2008,NA,"Not on Netflix",0,0,0,NA,NA,"Drama"," Nominated"," Under 100M",2.709677419
"665","22-Feb","The Signal","Horror",50000,251150,2008,NA,"Not on Netflix",0,0,0,-1,95,"Horror"," Nominated"," Under 100M",2.709677419
"666","Feb-29","The Other Boleyn Girl","Drama",40000000,26814957,2008,NA,"Not on Netflix",0,0,0,42,62,"Drama"," Nominated"," Under 100M",2.9
"667","7-Mar","10:000 B.C.","Adventure",105000000,94784201,2008,NA,"Not on Netflix",0,0,0,8,38,"Adventure"," Nominated"," Under 100M",3.225806452
"668","7-Mar","The Bank Job","Thriller/Suspense",20000000,30060660,2008,NA,"Not on Netflix",0,0,0,79,74,"Thriller/Suspense"," Nominated"," Under 100M",3.225806452
"669","7-Mar","CJ7","Comedy",20000000,206678,2008,NA,"Not on Netflix",0,0,0,51,53,"Comedy"," Nominated"," Under 100M",3.225806452
"670","7-Mar","Married Life","Drama",12000000,1506998,2008,NA,"Not on Netflix",0,0,0,55,36,"Drama"," Nominated"," Under 100M",3.225806452
"671","14-Mar","Doomsday","Action",33000000,11008770,2008,NA,"Not on Netflix",0,0,0,49,45,"Action"," Nominated"," Under 100M",3.451612903
"672","14-Mar","Horton Hears a Who","Adventure",85000000,154529439,2008,NA,"Not on Netflix",0,0,0,79,73,"Adventure"," Nominated"," Over 100M",3.451612903
"673","14-Mar","Never Back Down","Action",21000000,24850922,2008,3.8,"On Netflix",0,0,0,22,34,"Action"," Nominated"," Under 100M",3.451612903
"674","21-Mar","21","Thriller/Suspense",35000000,81159365,2008,NA,"Not on Netflix",0,0,0,36,66,"Thriller/Suspense"," Nominated"," Under 100M",3.677419355
"675","21-Mar","Drillbit Taylor","Comedy",40000000,32862104,2008,NA,"Not on Netflix",0,0,0,25,44,"Comedy"," Nominated"," Under 100M",3.677419355
"676","21-Mar","The Grand","Comedy",3000000,115879,2008,3.9,"On Netflix",0,0,0,40,43,"Comedy"," Nominated"," Under 100M",3.677419355
"677","21-Mar","Meet the Browns","Comedy",20000000,41975388,2008,NA,"Not on Netflix",0,0,0,32,70,"Comedy"," Nominated"," Under 100M",3.677419355
"678","22-Mar","Run: Fatboy: Run","Comedy",10000000,6003262,2008,NA,"Not on Netflix",0,0,0,47,64,"Comedy"," Nominated"," Under 100M",3.709677419
"679","28-Mar","Stop-Loss","Drama",25000000,10915744,2008,NA,"Not on Netflix",0,0,0,65,26,"Drama"," Nominated"," Under 100M",3.903225806
"680","28-Mar","Superhero Movie","Comedy",35000000,26638520,2008,NA,"Not on Netflix",0,0,0,16,32,"Comedy"," Nominated"," Under 100M",3.903225806
"681","4-Apr","Leatherheads","Romantic Comedy",58000000,31373938,2008,NA,"Not on Netflix",0,0,0,52,38,"Comedy"," Nominated"," Under 100M",4.129032258
"682","4-Apr","Nim's Island","Adventure",37000000,48006762,2008,NA,"Not on Netflix",0,0,0,51,46,"Adventure"," Nominated"," Under 100M",4.129032258
"683","4-Apr","The Ruins","Horror",25000000,17432844,2008,NA,"Not on Netflix",0,0,0,48,30,"Horror"," Nominated"," Under 100M",4.129032258
